,"id_str","label","raw_text","translated_from"
96,"1243833109302464512","Unrelated","7.750 Menschen sind Samstagvormittag in Österreich (10.30 Uhr) mit dem Coronavirus infiziert gewesen. Die Zahl der bestätigten Todesfälle durch COVID19 ist auf 68 gestiegen, das sind um zehn mehr als Freitagmorgen. bleibdaheim coronavirusat ",
97,"1238882041376182272","Comment","Sie sind alle im selben Topf!"," Portuguese"
98,"1248297696588451840","Unrelated",,
99,"1242056932074102784","Unrelated","Die <USERNAME> stellt sich hinter die bayerischen Corona-Maßnahmen. <USERNAME> und ich sind uns da einig. via <USERNAME> ",
100,"1233386152977207296","Unrelated",,
101,"1239993852943097856","Support",,
102,"1222910108046446592","Comment","23.01: ""Keine Angst, Corona kommt nicht nach Europa""
24.01: Vier Fälle in Frankreich
25.01: ""Keine Angst, Corona kommt nicht nach Deutschland""
26.01: Erster Fall in Deutschland
29.01: ""Alles nur Panikmache!""
30.01: 90 in Quarantäne, vier bestätigte Fälle in Deutschland 🤔😖",
103,"1241643154652217344","Unrelated",,
104,"1238616549558272000","Comment","Vielen Dank für eure vielen lieben Wünsche. Um es nochmal klarzustellen: Es gab in unserem unmittelbaren Umfeld einen positiven COVID-19 Test, weswegen wir präventiv unter Quarantäne gestellt wurden. Wir sind keine ""Verdachtsfälle"", wurden daher auch nicht getestet.",
105,"1239133247730262016","Support",,
106,"1235825332592099328","Unrelated",,
107,"1242239214999285760","Unrelated",,
108,"1237355914685853696","Unrelated",,
109,"1240258829633425408","Unrelated","wenn sich die menschen weiter so unvernünftig verhalten, wird man um Ausgangssperren nicht drum rum kommen 🤷‍♂️ FlattenTheCurve COVID2019 coronavirus StayAtHome wirbleibenzuhause ",
110,"1238458511861915648","Unrelated",,
111,"1239820348465582080","Comment","Corona: Vorstellungsrunden für CDU-Landesvorsitz abgesagt Die Einschränkungen im Zusammenhang mit dem Coronavirus bringen auch den Zeitplan im Wettstreit um den CDU-Landesvorsitz in Mecklenburg-Vorpommern durcheinander. Die für diese ... ",
112,"1242560554037907456","Comment",,
113,"1248845398296461312","Unrelated",,
114,"1243457685753933824","Unrelated","Corona-Krise: Chemieverband und Gewerkschaft im Schulterschluss <USERNAME> <USERNAME> covid19 wirvsvirus
",
115,"1244851854456098816","Unrelated","Im Sondergutachten des <USERNAME> zu COVID19 werden 3 Szenarien für die wirtschaftliche Entwicklung beschrieben: v, V, U. Je nach Szenario sind andere Politikmaßnahmen gefragt, v.a. beim ""langen U"" <USERNAME>
<USERNAME> <USERNAME> (1/2) ",
116,"1240531891478020096","Unrelated"," <USERNAME> Der Effekt ist wegen der Inkubationszeit *frühestens* 5 Tage nach Beginn des social distancing sichtbar.",
117,"1239877315506700288","Comment","Aigües del Prat garantiert die
Versorgung aller Haushalte während dieses Alarmzustands aufgrund des
Coronavirus. Ich mache auch neu…"," Catalan"
118,"1220241761521623040","Comment","Die 11 Millionen-Stadt Wuhan
steht unter Quarantäne; Nah- und
Fernverkehr ist eingestellt.
Prophylaxe coronavirus",
119,"1243858891466735616","Unrelated","Auch in Köln ist der Trend angekommen - angesichts der Corona Krise gibt es jetzt immer mehr Gabenzäune. Hier kann jede*r Spenden für Bedürftige hinbringen.
spotted gabenzaun corona covid19 wirvsvirus corona coronaDE ",
120,"1237409742508654592","Unrelated","Einschneidende Maßnahmen? Ja. Wirtschaftlich schadend? Ja. Eine Chance die Ausbreitung zu verlangsamen? Definitiv. Es ist Zeit proaktiv zu handeln. Es geht hier um die Stabilität der Gesundheitssystem - das betrifft JEDEN - ob Gesund oder Krank. Covid19 Corona coronavirus ",
121,"1248932557611245568","Comment",,
122,"1247825811731865600","Comment",,
123,"1239260835245166592","Refute",,
124,"1244973169359884288","Unrelated",,
125,"1244301929829871616","Unrelated",,
126,"1244526773964025856","Comment",,
127,"1240309076581638144","Comment",,
128,"1241274825685053440","Refute"," Aus Bergamo, Italien; eines der am
schlimmsten von COVID19 betroffenen Krankenhäuser Ich habe eine gute
Freundin in Italien. Sie sagt, es ist die Hölle. Sie ist…"," English"
129,"1241012893686140928","Comment","Joseph Curl: 'Also für mich machen die
Zahlen, die herumgereicht werden, einfach keinen Sinn.' <USERNAME>
Washtimesoped"," English"
130,"1240065255004389376","Unrelated","Für alle Kinder, denen der sportliche Ausgleich fehlt, gibt es hier jetzt täglich eine digitale Sportstunde zum Mitmachen:  keepembusy lebenmitkindern stayhomechallenge Corona FlattenTheCurve",
131,"1244981536367218688","Comment",,
132,"1239198326916100096","Comment",,
133,"1241323357301354496","Unrelated","Interessantes Tool, das grafisch die Auswirkungen diverser untersch rigoroser Massnahmen gegen COVID19 in den USA aufzeigt. Ich denke, die🇨🇭liegt zw „Texas-style“ und „California-style“. Näher an Cali, wenn die jüngsten Verbote auch wirklich von der Polizei durchgesetzt werden. ",
134,"1252924919740084224","Unrelated"," Um es klar zu sagen: Die Simbabwer
in der Diaspora sind ein Teil Simbabwes. Sie haben jedes Recht, hier zu sein
. Wir dürfen nicht zulassen, dass irgendwelche…"," English"
135,"1247955054709137408","Unrelated",,
136,"1243138174525857792","Comment"," Die aktuell geltenden Regelungen finden Sie auf dieser Seite Weitere könnten folgen. /da",
137,"1241335208865083392","Comment",,
138,"1242210678674464768","Unrelated","Lasst ein Like da und unterstützt uns mit dem Projekt und lasst Corona nicht an uns heran kommen! Lasst es eine Herzensangelegenheit werden um eure Lieben zu beschützen mit: Couchtree - deine App zum hinpflanzen CouchTreeApp WirVsVirusHack mindfulness flattenthecurve ",
139,"1241409802716225536","Comment",,
140,"1238777502685954048","Unrelated"," <USERNAME> Was mich dabei irritiert ist, dass so etwas wie jetzt zB COVID19 scheinbar nicht mal ansatzweise in den Verträgen der Spieler (Personalkosten) berücksichtigt wurde. Selbst bei mir kleinem Popelsmitarbeiter ist das im Vertrag geregelt (Stichwort Kurzarbeit / Arbeitsausfall)",
141,"1241108033440296960","Unrelated",,
142,"1254716425144590336","Unrelated",,
143,"1241061996944068608","Support"," Ich bin ultra eifersüchtig. Ich will
Pfirsiche von dir."," French"
144,"1253421676898840576","Comment",,
145,"1239569652986130432","Support","Der Rems-Murr-Kreis unterstützt die vom Land verordneten Maßnahmen gegen das Coronavirus: ",
146,"1242057130519265280","Unrelated",,
147,"1241791578441691136","Unrelated","Kanzlerin Merkel in häuslicher Quarantäne
Ein Arzt, der Angela Merkel am Freitag prophylaktisch geimpft hatte, ist positiv auf das Coronavirus getestet worden. Deshalb hat die Kanzlerin ihrem Sprecher zufolge entschieden, sich in Quarantäne zu begeben.
",
148,"1240601904746545152","Comment",,
149,"1242770226107858944","Comment","Obwohl in Österreich radikale Maßnahmen einige Tage früher gesetzt wurden als in Deutschland, scheint sich der Verdopplungszeitraum in D schneller zu verlängern. 
Woran kann das liegen? Kann das auch ein Artefakt aufgrund verschiedener Testraten sein? (via <USERNAME> coronavirus ",
150,"1248661331517079552","Refute",,
151,"1250217191242452992","Refute",,
152,"1249945888308572160","Comment",,
153,"1242435396727902208","Support"," New York führt eine erfolgreiche, 100
 Jahre alte Behandlung zur Heilung von Coronavirus-Patienten ein"," Spanish"
154,"1241046859990405120","Unrelated","wirbleibenzuhause und wir, also das Team von DER HUND, bleiben im Home Office und sind online für euch da mit Informationen und Hilfen für Hundehalter in Zeiten von Corona ! ",
155,"1223988329638760448","Refute",,
156,"1241240649694937088","Comment","Die Verbreitung des Coronavirus soll eingedämmt werden. Deshalb haben der KantonFribourg und der Bundesrat Massnahmen getroffen. Aufgrund dieser Vorgaben hat das SKJV die Lehrgänge/Weiterbildungen bis 30.04.20 unterbrochen. stayhealthy stayathome 
",
157,"1249762298866139136","Comment","In Frankreich Ausgangssperre bis 11. Mai verlängert, kündigte Emmanuel Macron heute abend im Fernsehen an. Corona",
158,"1246385764470054912","Support",,
159,"1246012082283216896","Comment","So wird es werden. Abstandsregeln werden das ganze Jahr gelten, glaubt Berlins Innensenator  --
Empfohlen von WELT News für Android
",
160,"1240684723707445248","Refute"," <USERNAME> ""Der Kanton bewegt sich mit diesem Verbot auf dünnem Eis"" ",
161,"1239571961161940992","Unrelated","News aus homeoffice in voecklabruck: Wusstet ihr schon, dass es einen Besorgungsnotdienst in voecklabruck gibt? stayhome StaySafe vbrooklynnews covid19 ",
162,"1244312154288906240","Refute",,
163,"1240638385393405952","Support",,
164,"1255746397015609344","Refute",,
165,"1241781346713964544","Unrelated",,
166,"1242071835941974016","Support",,
167,"1238777112762494976","Comment","Coronavirus: Restaurants und Schulen müssen schließen – Belgier bereiten sich auf den Beinahe-Lockdown vor Handelsblatt",
168,"1241486816009752576","Comment","Letzter Tag im Office (Wayra) vor Corona-Shutdown. ⛄️  indiedev startup wayra Devs IndieGameDev corona homeoffice WirbleibenZuhause ",
169,"1240311945783320576","Comment",,
170,"1242455612727984128","Unrelated","Kommt in meinen Discordserver Für alle Twitterfreunde und die die es noch werden wollen Chat und Voicechat um euch zu unterhalten und die Ausgangssperre besser zu überstehen followerpower wirbleibenzuhause
COVID19 ",
171,"1240497777999785984","Comment",,
172,"1250336966903599104","Comment",,
173,"1232654572386181120","Refute",,
174,"1252484811421335552","Refute",,
175,"1238043105225555968","Comment",,
176,"1238437126246666240","Unrelated",,
177,"1228632286175858688","Comment","Deutschland verschärft Maßnahmen gegen Coronavirus an Flughäfen - ",
178,"1238435168567861248","Comment",,
179,"1237961815788748800","Unrelated","Wahrscheinlich doofe Frage, aber was für Maßnahmen bezüglich Corona, gibt es eigentlich für die Wahl am Wochenende?",
180,"1244231278704107520","Support",,
181,"1253249676461191168","Unrelated",,
182,"1239584494048497664","Comment","Traiskirchen verschärft Corona-Maßnahmen ",
183,"1241063475218190336","Support","@ alle jungen Menschen auf dem Bolzplatz, an Treffpunkten, Parties, Sprink Break Corona ist keine Erfindung damit ihr mehr Freizeit habt. Es ist Ernst. wirbleibenzuhause rettenLeben rettenUnternehmen Kleiner Tip: der Trend geht zum 2.Buch",
184,"1243814714947354624","Comment",,
185,"1223636295458705408","Comment",,
186,"1220313805823062016","Comment",,
187,"1239949776017293312","Unrelated",,
188,"1242947360768045056","Unrelated",,
189,"1243096121221812224","Unrelated",,
190,"1253415455504560128","Unrelated","Corona-Arbeitsschutz: Diese Regeln gelten in Friseursalons ab dem 4. Mai  ",
191,"1238111603154997248","Refute",,
192,"1240685229116813312","Comment",,
193,"1244997273290969088","Unrelated",,
194,"1236283779716648960","Unrelated","auch wenn es nicht lustig ist, dass diese Maßnahmen in das gesellschaftliche Leben eingreifen, und auch wenn man selbst breitbeinig denkt: ich steck das schon weg. Ja, ich vielleicht. Die Person neben mir im Bus vielleicht nicht.
coronavirus risikogruppen",
195,"1239910240612749312","Refute",,
196,"1253375589194620928","Support",,
197,"1240607238223429632","Comment","Coronavirus in Bayern: Ausgangssperre in zweitem Landkreis – Söder fordert Aussetzen der Stromsteuer via <USERNAME>",
198,"1237867658403446784","Comment","corona-quarantäne ",
199,"1242538106470969344","Unrelated",,
200,"1252960426188517376","Comment","Auch in Zeiten einer Pandemie müssen staatliche Maßnahmen regelmäßig hinterfragt, kritisiert und kontrolliert werden können. Und da die Landesregierung sich ja nicht selbst kontrollieren kann, muss der ltmv tätig werden. mv Coronakrise",
201,"1238830995157200896","Comment",,
202,"1242014334244585472","Unrelated","Liebe WirVsVirusHack Projekte: Benötigt ihr finanzielle Unterstützung um die nächste Stufe zu zünden? Wir entwickeln gerade einen dezentral-organisierten Fonds (DAO) der Projekte im Zusammenhang mit Corona unterstützt. Tragt euch hier ein: ",
203,"1240690594260770816","Support",,
204,"1251910848215502848","Support",,
205,"1243440279631417344","Refute"," Wenn Spahn an der Corona-Eindämmung gelegen hätte, hätte er vor Fasching den Fernseher einschalten sollen. Dort wurde gezeigt, dass Corona auf Deutschland zurollt und Kontaktsperren, das sich entwickelnde Desaster verkleinert hätte. Politik, schlimmer als bei der Grenzöffnung!",
206,"1241763995033403392","Comment","Coronavirus in Bayern: Gesundheitsamt aktuelle Zahlen Sonntag - Ausgangsbeschränkung Maßnahmen | Bayern ",
207,"1244721032495337472","Unrelated",,
208,"1237368959013289984","Unrelated",,
209,"1241000777004482560","Unrelated",,
210,"1239957334484488192","Support",,
211,"1240893207120097280","Comment"," <USERNAME> <USERNAME> Hallo <USERNAME> und <USERNAME> - wo finde ich denn aktuelle Informationen zu Social distancing etc. in leichter Sprache? Die Websites der Bundes- und Landesregierungen sind alle noch auf dem Stand „Corona ist nicht gefährlich“ und „waschen Sie sich die Hände“. Das reicht nicht!",
212,"1240203555123888128","Refute","die die sich aufregen das manche nicht komplett StayAtHome sind begreifen auch nicht das viele raus arbeiten müssen!!! nicht jeder is son kleiner schei... angestellter der weiter seine kohle in den arsch gepumpt bekommt!! corona virusgenerve arbeiten Deutschland COVID2019",
213,"1237003136465805312","Unrelated","“Breadback cmere” ",
214,"1238364653530632192","Comment","Coronavirus-Pandemie: BDÜ und Verband der Konferenzdolmetscher (VKD) fordern, Dolmetscher wegen Einkommensverlusten in staatliche Maßnahmenpakete einzubeziehen. Übersetzer zeitversetzt durch Wirtschaftskrise ebenfalls betroffen. <USERNAME> <USERNAME> ",
215,"1240005806856310784","Support","Falsch: Nähe.
Wir alle haben Menschen, die wir umarmen wollen oder trösten oder schmusen.
Dennoch gilt: 1 Meter Abstand, immer und überall.
Hulk Hogan und The Rock sind sich hier innig verbunden - aber zu nahe. Geht's weg!
coronavirus ",
216,"1241736769961418752","Support","Was so eine Quarantäne bewirken kann! coronavirus SundayMorning inspiration Langeweile ",
217,"1243481290835402752","Refute",,
218,"1242522316099260416","Comment",,
219,"1241377204975648768","Unrelated",,
220,"1242465432423915520","Support",,
221,"1241373719668445184","Comment",,
222,"1241757268003225600","Unrelated",,
223,"1255239674181935104","Refute"," Die Bev. muß endlich schnallen: - der Lockdown war nicht nötig, die WHO verbreitete so ein Ergebnis schon 10/2019!!!. WEIL er aber durchgeführt wurde, wird es einige weitere Todesopfer geben.
- Niemals dürfen sie damit durchkommen, daß DIES die Gefährlichkeit von Covid bzw....",
224,"1238730987351261184","Comment",,
225,"1250180199116922880","Unrelated","Gutverdienende sind im Homeoffice, Geringverdienende in Kurzarbeit, Kündigungen v.a. bei Pflichtschulabsolventen: 
Wieder ein sehr spannender Beitrag aus dem Corona-Projekt vom <USERNAME> - dieses Mal mit meiner Diplomarbeitsbetreuerin Christine Zulehner 👍 ",
226,"1239126686408507392","Unrelated",,
227,"1247898183587352576","Unrelated",,
228,"1252987851454795776","Refute","Solange in Alten- und Pflegeheimen, in Krankenhäusern und in Schulen nicht regelmäßig auf das CoronaVirusDE getestet werden (kann), ist es vollkommener Wahnsinn, entsprechende Ressourcen für die Bundesliga vorzuhalten! 
",
229,"1233486287291715584","Unrelated",,
230,"1241559373488558080","Unrelated",,
231,"1247088147797807104","Unrelated",,
232,"1255083903989080064","Unrelated",,
233,"1241277170003193856","Unrelated",,
234,"1246491722986774528","Refute",,
235,"1239914348883202048","Unrelated",,
236,"1241690205033312256","Comment","Wissen wir schon, ob die Bertelsmann Stiftung weitere Klinik-Schließungen zur ""Steigerung der Effizienz"" empfiehlt?
Auf die Zahl der Betten- und Intensivplätze käme es nicht an, sagen sie. Ah, da ist es ja. Na denn, Betten weg, aber flott, ne? COVIDー19 ",
237,"1246758977041567744","Refute",,
238,"1241760406286274560","Unrelated",,
239,"1239111908814458880","Comment","Wie wohl die Online-Game-Stores auf die Quarantänen wegen Corona reagieren werden?
Gibt es jetzt mehr Releases, Aktionen und Sales?
Oder wird die Arbeit der Firmen durch Home Office und Quarantänen so viel schwerer, dass das eingeschränkt wird?",
240,"1245636490178072576","Comment"," Ja, alle Rettungsteams sind im Einsatz gewesen und die Corona- Maßnahmen sind zudem sehr zeitintensiv. Status: Mamas Leben derzeit am seidenen Faden. 😱😰",
241,"1244034451165908992","Unrelated",,
242,"1229163281484570624","Unrelated",,
243,"1241419925094313984","Refute",,
244,"1248196476087554048","Support","Trotz Corona will <USERNAME> in Keyenberg weiter Menschen aus ihren Häusern drängen, um Braunkohle abzubauen. Stayhome geht anders! Zeigt eure Solidarität mit <USERNAME> bleiben und kämpft auch jetzt für Klimagerechtigkeit! 🌏 AlleDörferBleiben",
245,"1244638013000474624","Comment","Österreich wird das Tragen von
Mundschutz in seinen Supermärkten zur Pflicht machen via <USERNAME>","French"
246,"1241722950094553088","Refute",,
247,"1237713347946188800","Support",,
248,"1248389245103820800","Refute",,
249,"1237968796549369856","Refute","Karliczek: Noch keine Schulschließungen wegen Coronavirus nötig Nachrichten Politik Wirtschaft berlinersonntagsblatt Deutschland CoronaVirusUpdate Coronavirusgermany coronavirusdeutschland CoronaVirusDE COVID2019 COVID19 COVID_19 VirusCorona",
250,"1239475207359905792","Unrelated","corona BleibtZuhause Diese Aussage von <USERNAME> fand ich bemerkenswert ",
251,"1253296515839332352","Comment",,
252,"1250331601134731264","Comment","Erforderliche Maßnahmen im Gebäudesektor in Zeiten von Corona / Bundesverband energieeffiziente...BuVEG &amp;8211; Bundesverband energieeffiziente Gebäudehülle [Newsroom]Berlin (ots) ",
253,"1240376087479189504","Unrelated",,
254,"1240578513813602304","Comment","Im Kampf gegen die Ausbreitung des Coronavirus droht Bayerns Ministerpräsident <USERNAME> nun ganz konkret mit einer Ausgangssperre für den ganzen Freistaat. ",
255,"1240575998283915264","Unrelated","wirbleibenzuhause
Wir bleiben Zuhause!
Gib dem coronavirus keinen Raum sich auszubreiten!
Meinen Roman -Lord Geward, jetzt als gratis Hörbuch. Über 600 Seiten Spannende Unterhaltung.
",
256,"1248326239464697856","Unrelated","NDR: Corona-Krise - Klimaschützer im Homeoffice. Noch vor Kurzem hatten Klimaaktivisten wie die der Fridays-for-Future-Bewegung eine große Öffentlichkeit. Doch durch die Corona-Pandemie sind Veranstaltungen wie Demonstrationen verboten <USERNAME>",
257,"1240905467628486656","Support",,
