,orig_idx,raw_text,orig_label,predicted_label,translated_from
66,1590,SmartDistancing als Strategie nach dem hoffentlich bald beendeten Lockdown. Corona Covid19  via <USERNAME>,Support,Comment,
67,2096,Eindämmung der Pandemie: Merkel: Debatte über Lockerung der Corona-Maßnahmen verfrüht ,Refute,Comment,
68,295,"Wie dämmen wir dieses neue exponentiell vermehrende Virus🦠ein?
🔘Pressekonferenz sperren?
🔘Ausgangssperren für Leute über 1,85m&amp;große👂?
🔘1M*Abstand zwischen PK s *Monat
Wir müssen dringend handeln sonst gehen uns d Journalisten aus!
Oder gar d eigenen Meinungen😱 ZiB1 ",Refute,Unrelated,
69,1297, 💓🤝💋👌,Refute,Comment,
70,549, Sie verlieren sich selbst 😏,Unrelated,Comment, Turkish
71,2508," Könnt ihr bitte einfach die
Anweisungen der Regierung befolgen, damit wir dieses COVID-19 ausschalten
können und fertig?! Ich fühle mich wie ein Ki…",Refute,Comment, English
72,2551,"„Irgendjemand muss doch was für unsere Rettung tun!“
Carrie Fisher als Prinzessin Leia in <USERNAME>
coronaquotes
wirbleibenzuhause covid19",Unrelated,Support,
73,1721,"Die ""Stiftung - Dein Zuhause hilft"" stellt 1 Mio. Euro für Corona-Hilfsmaßnahmen zur Verfügung. ❤️ Weitere Infos unter 🏡 zusammenhaltimwesten legwohnen legimmobilien immobilien NRWwohntLEG nordrheinwestfalen wohnungsmarkt ImmoNews ",Unrelated,Comment,
74,2025,Flensburg: Warnung vor Polizeistaat – Protest gegen Corona-Maßnahmen auf dem Südermarkt | ,Refute,Comment,
75,1660,Erster Corona-Fall: ZDF verordnet ab sofort Homeoffice ,Unrelated,Comment,
76,2530,"Coronavirus - Schulschließungen:Warum dieses Flickwerk? Immer diese Kritik, machs doch besser Du Armleuchter",Support,Comment,
77,322,cn corona ah ja wir sind bei den quarantäne-aus angekommen. sometimes you just gotta do what you need to cope,Support,Unrelated,
78,2426,Ich muss euch nicht erklären warum es eine schlechte Idee ist die Maßnahmen an einem mathematischen FAKTOR auszurichten oder? COVID19 Cornona Coronakrise ,Refute,Support,
79,89,"Erst wenn die letzte Coronaparty vergangen, das letzte Klopapier gekauft, der letzte Bürgermeister Ausgangsverbot verhängt hat, werdet ihr merken, dass Corona noch viel schlimmer ist.",Comment,Unrelated,
80,526,US-Forscher behaupten - Zwei Meter Corona-Sicherheitsabstand reichen nicht Ratgeber,Support,Comment,
81,597,No risk no fun! Und Quarantäne ohne weed ist halt schon hart haha ,Unrelated,Comment,
82,2155,"Der Unterricht kann doch mit ganz einfachen Maßnahmen sofort fortgesetzt werden, wenn nur ein bisschen nachgedacht wird: Klassen in 2 Gruppen teilen, jeden 2. Tag ganztägigen Präsenzunterricht, also Mo-Mi-Fr und Di-Do-Sa. Nicht herumreden sondern machen. <USERNAME> ",Support,Comment,
83,691,"Michael Müller gesteht Fehler beim Coronavirus-Krisenmanagement ein. ""Ich hätte auch schneller entscheiden müssen, wirklich alles abzusagen"", sagte er im <USERNAME> Zudem regte er eine Einschränkung des Bahnverkehrs an. Newsblog CoronavirusBerlin: ",Unrelated,Comment,
84,1401,"Während Corona-Krise und Lockdown stellen wir allen Nutzern den Versandhausberater als EPaper kostenlos zur Verfügung. Die Wochenausgaben, die Onlineversionen komprimiert zusammenfassen, sind auf  ohne Registrierung abrufbar. ",Unrelated,Comment,
85,2552," Konische Katze sieht gaaaanz
traurig aus",Unrelated,Comment,English
86,641,Coronavirus: Das sind die Umbuchungsregeln der Airlines ,Unrelated,Comment,
87,1916,"Bei uns im Einkaufszentrum ElsterPark in Plauen haben sie jetzt Anti-Corona-Maßnahmen ergriffen.
Effekt:
- Durch die vorgegebenen Wege ist sichergestellt, dass jede(r) wirklich an jede(r|m) mal vorbeikomme.
- alle halte mich viermal so lange im Gebäude auf, weil sie nicht 1/n",Unrelated,Comment,
88,2164,Beschäftigte in der Telekommunikations-Branche ermöglichen in der Corona-Krise Teilhabe am sozialen Leben. Sie verbinden Familien. Ohne euch gäbe es kein Homeoffice! Zusammenhalten. Solidarität erleben. Danke für euren Einsatz! verdi telekommunikation solidarität DANKE ,Unrelated,Support,
89,728,"Außerdem bekommt ihr auf den Bildern von allen Mitarbeitern einen aktuellen Buchtipp - perfekt für alle, die nach neuem Lesestoff fürs SocialDistancing suchen 📚❤️ stayathome workfromhome verlagsleben insideaufbau corona bücherhamstern aufbauverlag",Comment,Refute,
90,1021,"Berliner Linke lehnt Ausgangssperre in Coronavirus-Krise ab Die Berliner Linke ist entschieden gegen eine Ausgangssperre in der Coronavirus-Krise. 
",Refute,Comment,
91,2112," Eda-san, bist du nicht immer kaputt?",Refute,Comment,Japanese
92,868,In bonn dürfen werdende Väter nicht mal mehr bei der geburt dabei sein. Ich bin schockiert und hoffe dass dieses Verbot wieder aufgehoben wird. Denn ich möchte definitiv nicht alleine unser Kind entbinden... followerpower COVID2019 coronavirus,Refute,Unrelated,
93,1412,"Covid19 Pandemie aus Sicht einer Pflegeperson: - Polizei mit ausreichend Abstand zu Menschen trägt Mundschutz
- Kassiererin im Supermarkt hustet ohne Mundschutz - bekommt auch keine Handschuhe
- Arzt mit ausreichend Abstand zum Erkrankten bekommt Mundschutz",Refute,Comment,
94,784,In Berlin gibt es mittlerweile 688 festgestellte Fälle von COVID19. Das sind 169 mehr als gestern. StayAtHome FlattenTheCurve SocialDistanacing ,Unrelated,Support,
95,2138,"staythefuckhome – Lockdown in der Schweiz. Livio Carlin meldet sich aus dem Homeoffice. Warum SocialDistancing aktuell so wichtig ist, fasst er für euch hier nochmals zusammen. srfunzipped coronavirus ",Support,Unrelated,
96,1523,Frohe Rest Ostern: Zwei Stimmen zum Corona Lockdown in Kroatien - ,Unrelated,Comment,
97,283,"Corona haauch tute Seiten... es werde Politiker gelobt, plötzlich ist HomeOffice für viele Arbeitnehmer möglich und wir decken Defizite in Versorgung auf und es wird hoffentlich allen klar, dass Reform des Gesundheitssystems zu den Prioritäten gehören sollte ",Unrelated,Support,
98,2632," Coronavirus in China: Fahrverbote und Hausarrest für Kritiker. 
über <USERNAME>",Comment,Unrelated,
99,347,"PRO STUNDE MEHR ALS EIN TOTER IN NewYork coronavirus erschüttert die USA
Gespenstische Leere in Millionenmetropole + Cannabis-Läden bleiben geöffnet + Plünderer in SanFrancisco + Trump erwägt kompletten lockdown 
Grote econom. schade in hele wereld",Unrelated,Comment,
100,1048,BusinessContinuity in Krisenzeiten: CreaLog MobileCallRecording unterstützt die Finanzbranche in der Corona-Pandemie: MiFIDII homeoffice mobileworker FinVermV coronakrise MCR MVR MobileVoiceRecording swisscom A1Telekom DeutscheTelekom ,Unrelated,Comment,
101,1813,"Ja, Herr Ja, ich danke dir, Vater,
Gott, ich danke dir",Support,Unrelated,English
102,1501,WOW 😊 <USERNAME> wir arbeiten in meinem Team seid 3 Monaten mit <USERNAME> und ich bin total begeistert 👏👏👏 tolle Initiative um Homeoffice in Zeiten von CoronaVirusDE Covid_19 Corona COVID COVIDー19 Coronakrise zu unterstützen. teamsiemens <USERNAME> ,Unrelated,Support,
103,1658," Guten Morgen! Wir haben Ihnen per DM
 geantwortet und werden dies auch weiterhin tun. Mit freundlichen Grüßen,
 Bianca R.",Support,Unrelated, Spanish
104,1092,Afrikanische Generalkonsuln: Maßnahmen in Guangdong gegen COVID-19 sind wirksam und hilfreich ,Support,Comment,
105,711, Lachen verboten in Zeiten von corona. Oder nur dezent hinter dem Mundschutz? Es ist kein Aprilscherz über coronavirus erlaubt.,Comment,Unrelated,
106,2824,Lockerung der Corona-Regeln: Der Leichtsinn hat begonnen przez <USERNAME>,Support,Comment,
107,2452,"Ihhh sind viele hier zu Hause
aufgetaucht, haben sogar meine Kleidung benutzt 😁.",Support,Unrelated,Portuguese
108,2966,"Ausgangssperre vs. Spring Break: Corona meets Chlamydia. Echt, in den USA geht's immer noch 'ne Nummer härter. ",Support,Comment,
109,2519,"Wo sind die Lösungen zwischen Schwarz &amp; Weiß – zwischen Öffnung &amp; Schließung? Um auf diese Frage die passenden Antworten zu finden, muss das Corona-Kabinett nachbessern. Mehr zu den Vorschlägen unserer Bundesvorsitzenden <USERNAME> Wirtschaft ",Unrelated,Comment,
110,1362,Welche Förderprogramme gibt es? Welche Regelungen gilt es zu beachten? An wen kann ich mich wenden? Eine kompakte Übersicht in Form eines Merkblatts für Unternehmen in Baden Württemberg stellt das <USERNAME> zur Verfügung. corona COVID19 ,Comment,Support,
111,1419,"Schon die Corona-Folgen und -Maßnahmen sind für viele schlimm. Das ist NICHTS gegen einen Krieg, in den uns die USA und die CDU inkl. <USERNAME> treiben wollen. Im Krieg sind auch noch Häuser und Krankenhäuser zerbombt. Denkt mal drüber nach.",Support,Comment,
112,2136,"merkel u. co u. bendesregierung lockert endlich die maßnahmen deutlich in allen bereichen, mit dem verhalten zerstört ihr 100.000-de exisitenzen u. vergeudet steuergelder ersparnisse corona wird auch ohne so strenge maßnah. schwinden ",Refute,Comment,
113,1448,Für die Gesundheit in Corona-Zeiten ist Social Media Distancing genauso wichtig wie Social Distancing. In diesem Sinne wünsche ich euch einen guten Wochenstart!,Support,Unrelated,
114,1345,wirBleibenZuhause - jetzt Zusammenhalt und Solidarität in RLP zeigen und alles für eine langsamere Verbreitung tun! FlattenTheCurve coronavirusdeutschland coronavirus COVID19 ,Support,Unrelated,
115,215,"Falsch: Nähe.
Wir alle haben Menschen, die wir umarmen wollen oder trösten oder schmusen.
Dennoch gilt: 1 Meter Abstand, immer und überall.
Hulk Hogan und The Rock sind sich hier innig verbunden - aber zu nahe. Geht's weg!
coronavirus ",Support,Comment,
116,1776,"Jetzt regen sich noch alle, berechtigt, über manche Jugendliche auf, die sich egoistisch Verhalten und sich trotz konkreten Anweisungen in Gruppen treffen. Mal schauen, wie sich die 40+ Verhalten, wenn sie nicht zum Tanz in den Mai dürfen.. COVID19 Ausgangssperre",Support,Unrelated,
117,2046,"Wir sind 80 Mio Menschen im Land. Wenn sich nur 70% davon infizieren und nur davon 5% stationär behandelt werden müssen, brauchen wir 2,8 Mio Krankenhaus(Intensiv)betten. Wir haben knapp 0,5 Mio. 
Wer FlattenTheCurve immer noch nicht kapiert hat, dem ist nicht zu helfen.corona",Support,Comment,
118,1476, Genau. Wahrscheinlich haben die Angestochenen den 2 mtr. Abstand nicht eingehalten (Corona) und da wussten sich die Messermänner nicht anders zu helfen 🤷‍♀️,Comment,Unrelated,
119,2798,"Hoffentlich bekommen Wir keine bzw wird eine Ausgangssperre nicht nötig! Schöner wäre wenn alle sich an Corona Regeln halten!!Was mich anfängt zu nerven, das bestimmte Leute, gerade Die, Die sonst wenig einkaufen,Hamstern wie blöd!! Leute das ist Unsosozial!Absolut Egoistisch!",Comment,Support,
120,800,"Nicht unterkriegen lassen Herr <USERNAME> ! Menschen wie Sie sind in dieser Zeit sehr wichtig. Für uns alle! Auch die letzten ""Hater"" werden das noch begreifen.
bleibdaheim CoronaPandemie corona stayathome CoronaVirusDE Covid_19 covid_19DE wirbleibenzuhause ",Unrelated,Comment,
121,202,Liebe WirVsVirusHack Projekte: Benötigt ihr finanzielle Unterstützung um die nächste Stufe zu zünden? Wir entwickeln gerade einen dezentral-organisierten Fonds (DAO) der Projekte im Zusammenhang mit Corona unterstützt. Tragt euch hier ein: ,Unrelated,Comment,
122,1486,"Wegen Coronavirus-Quarantäne Aufstand von Migranten im Flüchtlingslager in Suhl. Hissen ISIS-Flaggen und drohen, die Einrichtung nieder zu brennen. ",Unrelated,Comment,
123,2784,yesssss ey übrigens bist du o?,Comment,Unrelated,Dutch
124,1339,FACTCARD – Die Nachfrage nach Fieberthermometern und Erkältungsmitteln ist wegen der Corona-Pandemie gestiegen. Aber auch Hanteln und Telefon-Headsets sind wegen geschlossener Sportstudios und Arbeit im Homeoffice gefragter denn je. ,Unrelated,Comment,
125,2744,Die Woche beginnt mit neuen Beschränkungen des öffentlichen Lebens. Coronavirus covid_19DE NRW Pandemie wirbleibenzuhause ,Unrelated,Comment,
126,1420,"Sorgt mit Euren Sendungen dafür, daß sich alle an die Beschränkungen halten! Euer Exit bla bla ist tödlich!
coronavirus
Corona
",Support,Unrelated,
127,1548," 3 große Vereine haben eine
Botschaft für ihre Fans",Support,Unrelated, Turkish
128,1188,"Insasse schlägt Alarm: 'Die Maßnahmen, die vorgeschrieben sind, werden nicht eingehalten' ",Unrelated,Comment,
129,2137,"Völlig konfus ohne klare Rechtsgrundlage, ohne Schutzmaßnahmen und ohne Anlass ""Infizierten-Listen"" an Polizeibehörden weiterzuleiten führt zu Stigmatisierung und ist rechtswidrig. Dazu haben wir uns auch bei <USERNAME> geäußert:  ",Refute,Comment,
130,1065," Danke, dass Ihr in Stadtparks aktuell Streife lauft/fahrt (und so leichtsinnige Corona""partys"" auflöst!). Selbst gesehen vorhin (war mim Auto auf dem Heimweg aus der Firma). Ich schreibe lieber nicht, wo genau Ihr seid...
IhrFürUns wirbleibenzuhause StayAtHome",Unrelated,Comment,
131,560," Friseure bleiben offen! Gut so, die Dauerwelle muss sitzen beim nächsten Balkonkonzert ! 😂
🎶
Corona Quarantaene QuarantineLife",Support,Unrelated,
132,94,"An dieses Zitat dachte ich auch schon. ""Stell Dir vor, es ist Krieg und keiner geht hin."" Schön wär's. 
""Komisch"", dass es dafür keine Ausgangssperre gibt.(?) 😏
wirbleibenzuhause
Covid_19
PS: Wo ist eigentlich gerade Krieg? Wie lange schon, Wie lange noch? Wer macht da mit? ",Unrelated,Refute,
