,orig_idx,raw_text,orig_label,predicted_label,translated_from
22,434,"Yoga wurde übrigens 523v. Chr. von einem Tätowierer erfunden, der sich in Quarantäne selbst die freien Stellen an seinem Bein tätowieren wollte. 
Corona homeoffice",Unrelated,Comment,
23,1992,"Regierungspräsident Christoph Ammann (<USERNAME> erklärt, wie es zur Sonderregelung bei den Berner Skigebieten kommen konnte. (Abo+) coronavirus ",Support,Comment,
24,339,"Was mich am meisten an Corona stört: Die Menschen, die mit den Maßnahmen geschützt werden sollen (Ü60), reagieren mit dem größten Unverständnis auf diese Maßnahmen! Schulschliessung CoronaVirusDE ",Support,Comment,
25,372,"Deutschland versucht gerade diese Pandemie zu bewältigen und die GEZ-Zwangsbürger-Beitragsbehörde hat unserem Firmensitz in Deutschland gerade ein Drohbrief wegen des Büro-Fernsehers über 44,89 € geschickt. COVID19 DeutschlandBleibtZuhause aber Läuft alles ! 😂😂",Unrelated,Comment,
26,2714,"Immer mehr leere Maschinen fliegen gerade nach AEgypten um die Touristen von den ⛱🏖🏝 zurückzuholen. Wer klug ist, steigt ein und ✈️ zurück coronavirusdeutschland ShutDownGermany COVID19",Comment,Unrelated,
27,448,"Shutdown als Chance: Die Krankheit Covid-19 betrifft mit ihren Auswirkungen die gesamte Menschheit. Ein Konzept aus der Psychologie stiftet Hoffnung, dass wir am Ende gestärkt aus der Krise hervorgehen könnten coronavirus COVID19 Futureofeurope",Support,Comment,
28,1286,"Wir haben ein Memo darüber online gebracht, wie wir als Agentur, Arbeitgeber und Kollegium auf die Ausbreitung des Coronavirus (COVID19) reagieren und welche Maßnahmen wir für unsere Kunden, Partner und uns ergreifen. remotework newwork homeoffice",Unrelated,Comment,
29,1050," Das sehe ich ganz ähnlich. Kurzfristig womöglich vertretbar. Je länger desto tiefgreifender wird Grundrechtseingriff zB auch für Geschäfte, deren Kunden ausbleiben (wegen Ausgangbeschränkung+Schließungszwang) &amp; deren Existenz bedroht.
Covid_19",Support,Unrelated,
30,1925,"Wow, <USERNAME> schreibt Artikel über Corona, SocialDistancing &amp; Ausgangssperre ohne einmal die Auswirkungen für medizinisches Personal und Gesundheitswesen in Betrachtung einzubeziehen (o. IfSG zu erwähnen). Es geht nicht um die 1/2 Stunde im Park. ",Comment,Unrelated,
31,1982,"""Keine Handschuhe!“ – Arzt verrät Einkaufsregeln zum Schutz vor Corona  👍",Unrelated,Comment,
32,1291,Aktuell erreichen uns zahlreiche Anfragen zur Nutzung von CATIA V5 Lizenzen im Home-Office. Wir haben die wichtigsten Infos zu diesem Thema in einem PDF für Sie zusammengefasst: homeoffice corona ,Unrelated,Comment,
33,366,"Wichtiges Signal: Experten der <USERNAME> empfehlen, Maßnahmen zu Corona an ökologischer &amp; sozialer Nachhaltigkeit sowie Zukunftsverträglichkeit zu orientieren. Konjunkturprogramme sollten mit Zielen des EuropeanGreenDeal vereinbar sein. Leopoldina ",Support,Comment,
34,2655,"Corona-Krise: Was jeder zur Entschädigung für Verdienstausfall bei Quarantäne wissen sollte, Voraussetzungen, Antrag, Berechnung und Fristen mit Rechtsanwalt Leibecke ",Unrelated,Comment,
35,2822,"Covid_19 wirbleibenzuhause ob die immer noch total verblödeten in unserem Land, die in Gruppen rumlaufen es langsam kapieren?? ",Support,Unrelated,
36,2351," <USERNAME> wenn Sie nicht verstehen, wieso ich diese Frage stelle, dann kann ich es Ihnen erläutern. Nur so viel: Hier in Berlin kursiert gerade wie wild Covid19 und nicht mal die Risikogruppen checken, dass sie spätestens seit Mittwoch zum Selbschutz in die häusliche Quarantäne müssten",Support,Unrelated,
37,2184,"Lockerungen der Corona-Kontaktsperre: Wenn wir so weitermachen, dann gute Nacht ",Refute,Comment,
38,699, <USERNAME> <USERNAME> Ich schätze Ihre Sendung sehr. Abner dei diesem Thema Corona-Virus haben Sie keine Ahnung. Es wird noch mindestens 5-8 Wochen dauern bis nur an eine leichte Lockerung gedacht werden kann. Bleiben Sie sachlich. Der lockdown istr richtig!,Support,Comment,
39,1136,"Heute ausgewählt: Corona-App gegen Lockdown, WhatsApp mit selbstzerstörenden Nachrichten, Apple mit eigenen Gesichtsmasken. coronavirusdeutschland COVID19deutschland WhatsApp timcook apple GoogleAssistant 5G Zoom Ikea AugmentedReality ",Unrelated,Comment,
40,665,"<USERNAME>Danke für die Mühe, Leute,
 aber es wird schon gehen lol",Unrelated,Comment, French
41,877,"RT AfD_Bayern ""Das coronavirus breitet sich weiter aus. In der Region Heinsberg sind mitlerweile 1000 Personen unter Quarantäne gestellt. DAX und DOW befinden sich auf Talfahrt und hier in Deutschland wird weiter beschwichtigt... AfD ",Refute,Comment,
42,1631,"""Sollte das Coronavirus tatsächlich in der Regel lediglich moderate und nur in Ausnahmefällen ernsthafte Gesundheitsgefahren verursachen, sieht die Abwägung komplett anders aus, als wenn ein Massensterben zu erwarten wäre."" Auf die 0,1% - 0,5% Sterbefälle kann man scheißen [3/9]",Unrelated,Comment,
43,660," <USERNAME> <USERNAME> Eine Zeit nach Corona ist erstmal nicht abzusehen. Alleine das Kontaktverbot sollte noch mehrere Wochen Bestand haben. Und dann stehen wir immer noch am Anfang, verstehen nur viele nicht",Support,Unrelated,
44,1971,"Zuhause bleiben ist das neue sozial.
FlattenTheCurve coronavirus",Support,Unrelated,
45,2713,"Belgien trifft die Maßnahmen, die Deutschland schon treffen hätte sollen. Doof für den Einzelnen, gut für alle. Covid_19 CoronaVirusUpdate ",Support,Comment,
46,854,"die menschenleere Rialto Brücke in Venedig an diesem sonnigen Mittag heute der Autor des Videos hält ein Plädoyer für einen Shutdown, gegen ökonomischen Interessen und für eine maximale Eindämmung  Corona
CoronavirusPandemic
coronavirus",Support,Comment,
47,1849,Wie groß bin ich?😂,Comment,Unrelated,Hindi
48,1559,"Tretet diesem Merkel Monster endlich in den Arsch !
Merkel über Coronavirus-Bekämpfung: ""Maßnahmen, die es so in unserem Lande noch nicht gegeben hat"" via <USERNAME>",Support,Unrelated,
49,1786," 2 Freunde arbeiten auf Intensivstationen. Das mittlere Kind ist wegen Corona in Quarantäne. Die beiden werden nicht getestet. Auskunft des Landes Nö und Hotline: "" sie waren in keinen Risikogebiet und könnten ja auch krank arbeiten gehen""",Support,Comment,
50,2610,"Neue slowakische Regierung unter <USERNAME>
steht gleich zu Beginn ihrer Amtszeit unter großem Erfolgsdruck. Wichtig ist, dass sie sich nicht von internen Streitereien lähmen lässt und konsequent Maßnahmen zur Eindämmung der Corona-Pandemie ergreift.
",Support,Comment,
51,696,Zur Forderung der Ausgangssperre derWaadtländer Regierung noch dies. Die totale Verharmlosung des COVID19 durch RR Leuba in <USERNAME> ,Refute,Comment,
52,2641,"Guten Morgen, es ist Samstag, 21.3. Thread Nr. 10 zu Corona Dresden CoronaSN. Seit Mitternacht gibt es Ausgangsbeschränkungen <USERNAME> OB Dirk Hilbert: „Die Unvernunft von einigen führt jetzt zu härteren Maßnahmen für alle.“",Comment,Unrelated,
53,29,"Die Stadt Wien hat ein Video für die kleinsten unter uns erstellt, welches hervorragend den coronavirus erklärt und warum es wichtig ist, dass wir jetzt alle zuhause bleiben. Wir sind weiterhin für Euch im EinsatzfürBadBrückenau
StayAtHome franken
",Support,Unrelated,
54,1590,SmartDistancing als Strategie nach dem hoffentlich bald beendeten Lockdown. Corona Covid19  via <USERNAME>,Support,Comment,
55,2096,Eindämmung der Pandemie: Merkel: Debatte über Lockerung der Corona-Maßnahmen verfrüht ,Refute,Comment,
56,295,"Wie dämmen wir dieses neue exponentiell vermehrende Virus🦠ein?
🔘Pressekonferenz sperren?
🔘Ausgangssperren für Leute über 1,85m&amp;große👂?
🔘1M*Abstand zwischen PK s *Monat
Wir müssen dringend handeln sonst gehen uns d Journalisten aus!
Oder gar d eigenen Meinungen😱 ZiB1 ",Refute,Unrelated,
57,1297, 💓🤝💋👌,Refute,Comment,
58,549, Sie verlieren sich selbst 😏,Unrelated,Comment, Turkish
59,2508," Könnt ihr bitte einfach die
Anweisungen der Regierung befolgen, damit wir dieses COVID-19 ausschalten
können und fertig?! Ich fühle mich wie ein Ki…",Refute,Comment, English
60,159,"So wird es werden. Abstandsregeln werden das ganze Jahr gelten, glaubt Berlins Innensenator  --
Empfohlen von WELT News für Android
",Comment,Unrelated,
61,1721,"Die ""Stiftung - Dein Zuhause hilft"" stellt 1 Mio. Euro für Corona-Hilfsmaßnahmen zur Verfügung. ❤️ Weitere Infos unter 🏡 zusammenhaltimwesten legwohnen legimmobilien immobilien NRWwohntLEG nordrheinwestfalen wohnungsmarkt ImmoNews ",Unrelated,Comment,
62,2025,Flensburg: Warnung vor Polizeistaat – Protest gegen Corona-Maßnahmen auf dem Südermarkt | ,Refute,Comment,
63,1660,Erster Corona-Fall: ZDF verordnet ab sofort Homeoffice ,Unrelated,Comment,
64,2530,"Coronavirus - Schulschließungen:Warum dieses Flickwerk? Immer diese Kritik, machs doch besser Du Armleuchter",Support,Comment,
65,322,cn corona ah ja wir sind bei den quarantäne-aus angekommen. sometimes you just gotta do what you need to cope,Support,Unrelated,
66,2426,Ich muss euch nicht erklären warum es eine schlechte Idee ist die Maßnahmen an einem mathematischen FAKTOR auszurichten oder? COVID19 Cornona Coronakrise ,Refute,Unrelated,
67,89,"Erst wenn die letzte Coronaparty vergangen, das letzte Klopapier gekauft, der letzte Bürgermeister Ausgangsverbot verhängt hat, werdet ihr merken, dass Corona noch viel schlimmer ist.",Comment,Unrelated,
68,96,"7.750 Menschen sind Samstagvormittag in Österreich (10.30 Uhr) mit dem Coronavirus infiziert gewesen. Die Zahl der bestätigten Todesfälle durch COVID19 ist auf 68 gestiegen, das sind um zehn mehr als Freitagmorgen. bleibdaheim coronavirusat ",Unrelated,Comment,
69,526,US-Forscher behaupten - Zwei Meter Corona-Sicherheitsabstand reichen nicht Ratgeber,Support,Comment,
70,597,No risk no fun! Und Quarantäne ohne weed ist halt schon hart haha ,Unrelated,Comment,
71,2155,"Der Unterricht kann doch mit ganz einfachen Maßnahmen sofort fortgesetzt werden, wenn nur ein bisschen nachgedacht wird: Klassen in 2 Gruppen teilen, jeden 2. Tag ganztägigen Präsenzunterricht, also Mo-Mi-Fr und Di-Do-Sa. Nicht herumreden sondern machen. <USERNAME> ",Support,Comment,
72,2385,"WirVsVirus Hackathon: In 48 Stunden gemeinsam gegen die Corona-Krise. Meinen persönlichen Erfahrungsbericht gibt es auf  <USERNAME> <USERNAME> <USERNAME> <USERNAME> 
wirvsvirushack wirvsvirus wirvsvirushackathon franzidesign ",Unrelated,Comment,
73,691,"Michael Müller gesteht Fehler beim Coronavirus-Krisenmanagement ein. ""Ich hätte auch schneller entscheiden müssen, wirklich alles abzusagen"", sagte er im <USERNAME> Zudem regte er eine Einschränkung des Bahnverkehrs an. Newsblog CoronavirusBerlin: ",Unrelated,Comment,
74,1401,"Während Corona-Krise und Lockdown stellen wir allen Nutzern den Versandhausberater als EPaper kostenlos zur Verfügung. Die Wochenausgaben, die Onlineversionen komprimiert zusammenfassen, sind auf  ohne Registrierung abrufbar. ",Unrelated,Comment,
75,478,Er hat recht. Europa Spezial Deutschland hat aufgegeben und hat es nicht im Griff. 70% sollen Corona bekommmen. Wusste man vorher schon aber Maßnahmen zum Schutz der Bevölkerung bleiben aus. ,Support,Comment,
76,212,die die sich aufregen das manche nicht komplett StayAtHome sind begreifen auch nicht das viele raus arbeiten müssen!!! nicht jeder is son kleiner schei... angestellter der weiter seine kohle in den arsch gepumpt bekommt!! corona virusgenerve arbeiten Deutschland COVID2019,Refute,Unrelated,
77,2552," Konische Katze sieht gaaaanz
traurig aus",Unrelated,Comment,English
78,641,Coronavirus: Das sind die Umbuchungsregeln der Airlines ,Unrelated,Comment,
79,1916,"Bei uns im Einkaufszentrum ElsterPark in Plauen haben sie jetzt Anti-Corona-Maßnahmen ergriffen.
Effekt:
- Durch die vorgegebenen Wege ist sichergestellt, dass jede(r) wirklich an jede(r|m) mal vorbeikomme.
- alle halte mich viermal so lange im Gebäude auf, weil sie nicht 1/n",Unrelated,Comment,
80,728,"Außerdem bekommt ihr auf den Bildern von allen Mitarbeitern einen aktuellen Buchtipp - perfekt für alle, die nach neuem Lesestoff fürs SocialDistancing suchen 📚❤️ stayathome workfromhome verlagsleben insideaufbau corona bücherhamstern aufbauverlag",Comment,Unrelated,
81,1021,"Berliner Linke lehnt Ausgangssperre in Coronavirus-Krise ab Die Berliner Linke ist entschieden gegen eine Ausgangssperre in der Coronavirus-Krise. 
",Refute,Comment,
82,2112," Eda-san, bist du nicht immer kaputt?",Refute,Unrelated,Japanese
83,2715,"Die letzten Jahrzehnte hatten wir in Europa Schlaraffenland.
Keine großen Krisen, keine Reisebeschränkungen, alles war immer und überall zu bekommen.
Und nun?!
4-6 Wochen Sozialleben u Kontakte runterfahren.
COVIDー19 Corona 1/2",Comment,Unrelated,
84,868,In bonn dürfen werdende Väter nicht mal mehr bei der geburt dabei sein. Ich bin schockiert und hoffe dass dieses Verbot wieder aufgehoben wird. Denn ich möchte definitiv nicht alleine unser Kind entbinden... followerpower COVID2019 coronavirus,Refute,Unrelated,
85,1412,"Covid19 Pandemie aus Sicht einer Pflegeperson: - Polizei mit ausreichend Abstand zu Menschen trägt Mundschutz
- Kassiererin im Supermarkt hustet ohne Mundschutz - bekommt auch keine Handschuhe
- Arzt mit ausreichend Abstand zum Erkrankten bekommt Mundschutz",Refute,Comment,
86,2138,"staythefuckhome – Lockdown in der Schweiz. Livio Carlin meldet sich aus dem Homeoffice. Warum SocialDistancing aktuell so wichtig ist, fasst er für euch hier nochmals zusammen. srfunzipped coronavirus ",Support,Unrelated,
87,1523,Frohe Rest Ostern: Zwei Stimmen zum Corona Lockdown in Kroatien - ,Unrelated,Comment,
88,347,"PRO STUNDE MEHR ALS EIN TOTER IN NewYork coronavirus erschüttert die USA
Gespenstische Leere in Millionenmetropole + Cannabis-Läden bleiben geöffnet + Plünderer in SanFrancisco + Trump erwägt kompletten lockdown 
Grote econom. schade in hele wereld",Unrelated,Comment,
89,1048,BusinessContinuity in Krisenzeiten: CreaLog MobileCallRecording unterstützt die Finanzbranche in der Corona-Pandemie: MiFIDII homeoffice mobileworker FinVermV coronakrise MCR MVR MobileVoiceRecording swisscom A1Telekom DeutscheTelekom ,Unrelated,Comment,
90,1813,"Ja, Herr Ja, ich danke dir, Vater,
Gott, ich danke dir",Support,Unrelated,English
91,2434,Geflüchtete vor Corona schützen! Flüchtlingsrat SH fordert effektive Maßnahmen zum Schutz von Geflüchteten und Personal in Unterkünften und Behörden zur Eindämmung der Pandemie. via <USERNAME>,Unrelated,Comment,
92,1658," Guten Morgen! Wir haben Ihnen per DM
 geantwortet und werden dies auch weiterhin tun. Mit freundlichen Grüßen,
 Bianca R.",Support,Unrelated, Spanish
93,1092,Afrikanische Generalkonsuln: Maßnahmen in Guangdong gegen COVID-19 sind wirksam und hilfreich ,Support,Comment,
94,711, Lachen verboten in Zeiten von corona. Oder nur dezent hinter dem Mundschutz? Es ist kein Aprilscherz über coronavirus erlaubt.,Comment,Unrelated,
95,2824,Lockerung der Corona-Regeln: Der Leichtsinn hat begonnen przez <USERNAME>,Support,Comment,
96,2452,"Ihhh sind viele hier zu Hause
aufgetaucht, haben sogar meine Kleidung benutzt 😁.",Support,Comment,Portuguese
97,2966,"Ausgangssperre vs. Spring Break: Corona meets Chlamydia. Echt, in den USA geht's immer noch 'ne Nummer härter. ",Support,Comment,
98,2519,"Wo sind die Lösungen zwischen Schwarz &amp; Weiß – zwischen Öffnung &amp; Schließung? Um auf diese Frage die passenden Antworten zu finden, muss das Corona-Kabinett nachbessern. Mehr zu den Vorschlägen unserer Bundesvorsitzenden <USERNAME> Wirtschaft ",Unrelated,Comment,
99,1362,Welche Förderprogramme gibt es? Welche Regelungen gilt es zu beachten? An wen kann ich mich wenden? Eine kompakte Übersicht in Form eines Merkblatts für Unternehmen in Baden Württemberg stellt das <USERNAME> zur Verfügung. corona COVID19 ,Comment,Unrelated,
100,1419,"Schon die Corona-Folgen und -Maßnahmen sind für viele schlimm. Das ist NICHTS gegen einen Krieg, in den uns die USA und die CDU inkl. <USERNAME> treiben wollen. Im Krieg sind auch noch Häuser und Krankenhäuser zerbombt. Denkt mal drüber nach.",Support,Comment,
101,1830,"Ich schaue mir gerade die Pressekonferenz an und ich bin mega glücklich, das keine fckafd was zu sagen hat. Mal davon abgesehen, das die auch jetzt noch nichts konstruktives vorgebracht haben. FCKNZS COVID19 soeder StayHome 
Danke für eure Maßnahmen.",Support,Unrelated,
102,2136,"merkel u. co u. bendesregierung lockert endlich die maßnahmen deutlich in allen bereichen, mit dem verhalten zerstört ihr 100.000-de exisitenzen u. vergeudet steuergelder ersparnisse corona wird auch ohne so strenge maßnah. schwinden ",Refute,Comment,
103,1981," Man darf gespannt sein, wie bereit r2g dafür ist, die notwendige Ausgabenbeschränkung post-Corona zu managen. Wahrscheinlich dass auch die Transferleistungen aus Bayern dann nicht mehr so üppig ausfallen werden. Verteilen ist halt leichter als erwirtschaften 🤷🏼‍♂️",Support,Unrelated,
104,1448,Für die Gesundheit in Corona-Zeiten ist Social Media Distancing genauso wichtig wie Social Distancing. In diesem Sinne wünsche ich euch einen guten Wochenstart!,Support,Comment,
105,1345,wirBleibenZuhause - jetzt Zusammenhalt und Solidarität in RLP zeigen und alles für eine langsamere Verbreitung tun! FlattenTheCurve coronavirusdeutschland coronavirus COVID19 ,Support,Unrelated,
106,215,"Falsch: Nähe.
Wir alle haben Menschen, die wir umarmen wollen oder trösten oder schmusen.
Dennoch gilt: 1 Meter Abstand, immer und überall.
Hulk Hogan und The Rock sind sich hier innig verbunden - aber zu nahe. Geht's weg!
coronavirus ",Support,Comment,
107,1776,"Jetzt regen sich noch alle, berechtigt, über manche Jugendliche auf, die sich egoistisch Verhalten und sich trotz konkreten Anweisungen in Gruppen treffen. Mal schauen, wie sich die 40+ Verhalten, wenn sie nicht zum Tanz in den Mai dürfen.. COVID19 Ausgangssperre",Support,Comment,
108,2046,"Wir sind 80 Mio Menschen im Land. Wenn sich nur 70% davon infizieren und nur davon 5% stationär behandelt werden müssen, brauchen wir 2,8 Mio Krankenhaus(Intensiv)betten. Wir haben knapp 0,5 Mio. 
Wer FlattenTheCurve immer noch nicht kapiert hat, dem ist nicht zu helfen.corona",Support,Comment,
109,1476, Genau. Wahrscheinlich haben die Angestochenen den 2 mtr. Abstand nicht eingehalten (Corona) und da wussten sich die Messermänner nicht anders zu helfen 🤷‍♀️,Comment,Unrelated,
110,2798,"Hoffentlich bekommen Wir keine bzw wird eine Ausgangssperre nicht nötig! Schöner wäre wenn alle sich an Corona Regeln halten!!Was mich anfängt zu nerven, das bestimmte Leute, gerade Die, Die sonst wenig einkaufen,Hamstern wie blöd!! Leute das ist Unsosozial!Absolut Egoistisch!",Comment,Unrelated,
111,1881, <USERNAME> Ich bin nicht komplett gegen Pflegeheime aber so wie jetzt mit Besuchsverbot das ist unmenschlich.  Die werden nach Corona wohl alle das Hygiene Konzept perfektionieren müssen,Comment,Unrelated,
112,202,Liebe WirVsVirusHack Projekte: Benötigt ihr finanzielle Unterstützung um die nächste Stufe zu zünden? Wir entwickeln gerade einen dezentral-organisierten Fonds (DAO) der Projekte im Zusammenhang mit Corona unterstützt. Tragt euch hier ein: ,Unrelated,Comment,
113,1486,"Wegen Coronavirus-Quarantäne Aufstand von Migranten im Flüchtlingslager in Suhl. Hissen ISIS-Flaggen und drohen, die Einrichtung nieder zu brennen. ",Unrelated,Comment,
114,2784,yesssss ey übrigens bist du o?,Comment,Unrelated,Dutch
115,1339,FACTCARD – Die Nachfrage nach Fieberthermometern und Erkältungsmitteln ist wegen der Corona-Pandemie gestiegen. Aber auch Hanteln und Telefon-Headsets sind wegen geschlossener Sportstudios und Arbeit im Homeoffice gefragter denn je. ,Unrelated,Comment,
116,2744,Die Woche beginnt mit neuen Beschränkungen des öffentlichen Lebens. Coronavirus covid_19DE NRW Pandemie wirbleibenzuhause ,Unrelated,Comment,
117,1420,"Sorgt mit Euren Sendungen dafür, daß sich alle an die Beschränkungen halten! Euer Exit bla bla ist tödlich!
coronavirus
Corona
",Support,Unrelated,
118,1548," 3 große Vereine haben eine
Botschaft für ihre Fans",Support,Comment, Turkish
119,1188,"Insasse schlägt Alarm: 'Die Maßnahmen, die vorgeschrieben sind, werden nicht eingehalten' ",Unrelated,Comment,
120,2137,"Völlig konfus ohne klare Rechtsgrundlage, ohne Schutzmaßnahmen und ohne Anlass ""Infizierten-Listen"" an Polizeibehörden weiterzuleiten führt zu Stigmatisierung und ist rechtswidrig. Dazu haben wir uns auch bei <USERNAME> geäußert:  ",Refute,Comment,
121,560," Friseure bleiben offen! Gut so, die Dauerwelle muss sitzen beim nächsten Balkonkonzert ! 😂
🎶
Corona Quarantaene QuarantineLife",Support,Unrelated,
122,1995,Ist die Digitalisierung der Schulen bereit für remotework? Microsoft Teams sollte es doch möglich machen. Umfragen Whiteboard als Tafel Screensharing Dateiaustausch Klassen in Teams corona enabler schulschliessung pandemie coronavirusde quarantäne coronaferien ,Comment,Unrelated,
123,606," Das ""Gute"" am Coronavirus ist, dass es uns vor Augen führt, wie schlecht die föderalen Strukturen in einem Notfall geeignet sind, für schnelle und wirksame Maßnahmen zu sorgen.",Refute,Comment,
124,1799,"Die Zeit zuhause nutzen! Dank dem vielseitigen online-Angebot von ulissesspiele auf  wird einem nicht so schnell langweilig👍
dsa tabletop quarantäne corona dasschwarzeauge rpg ",Support,Unrelated,
