,orig_idx,raw_text,orig_label,predicted_label,translated_from
46,545,Sogar ⁦<USERNAME> erfasst es klarer als unsere ⁦<USERNAME> .. toll ausgedrückt und auf den Punkt gebracht Herr Pocher StayAtHome COVID19 coronavirusdeutschland Politikversagen germanylockdown ,Unrelated,Unrelated,
47,29,"Die Stadt Wien hat ein Video für die kleinsten unter uns erstellt, welches hervorragend den coronavirus erklärt und warum es wichtig ist, dass wir jetzt alle zuhause bleiben. Wir sind weiterhin für Euch im EinsatzfürBadBrückenau
StayAtHome franken
",Support,Support,
48,1010,"Neuseeland verkündet nie dagewesene (Quarantäne-)Maßnahmen coronavirus COVIDー19 . Im November 1918 spanischegrippe ließ das neuseeländische Gesundheitsamt tausende Flugblätter in der Sprache der Maori drucken, u.a. mit Empfehlungen zur Pflege Grippekranker pandemie",Comment,Comment,
49,2212,"Island meldet 2. Fall von Coronavirus; Die Regierung sagt, jeder, der aus Italien zurückkehrt, sollte sich 14 Tage lang unter Quarantäne stellen.
Coronovirius COVID19 CoronavirusIceland ",Comment,Comment,
50,167,Coronavirus: Restaurants und Schulen müssen schließen – Belgier bereiten sich auf den Beinahe-Lockdown vor Handelsblatt,Comment,Comment,
51,549, Sie verlieren sich selbst 😏,Unrelated,Unrelated, Turkish
52,2551,"„Irgendjemand muss doch was für unsere Rettung tun!“
Carrie Fisher als Prinzessin Leia in <USERNAME>
coronaquotes
wirbleibenzuhause covid19",Unrelated,Unrelated,
53,159,"So wird es werden. Abstandsregeln werden das ganze Jahr gelten, glaubt Berlins Innensenator  --
Empfohlen von WELT News für Android
",Comment,Comment,
54,291,Der Coronavirus stellt Gewohnheiten auf die Probe. Frankfurt SocialDistancing ,Comment,Comment,
55,812,"Eine Studie des Imperial College warnt vor wiederkehrenden Ausbrüchen des Coronavirus, weshalb Einschränkungen des öff. Lebens bis zu 18 Monate dauern könnten. Das NESCI kritisiert, dass Projektion zu pessimistisch ist: 
Thread 1/4",Comment,Comment,
56,1585,Österreich will ab 14. April die Anti-Corona-Maßnahmen lockern news nachrichten via tagesschau infoyou,Comment,Comment,
57,2381,Corona-Pandemie in Deutschland und weltweit: Polen will ab 19. April Maßnahmen schrittweise lockern ,Comment,Comment,
58,597,No risk no fun! Und Quarantäne ohne weed ist halt schon hart haha ,Unrelated,Unrelated,
59,156,"Die Verbreitung des Coronavirus soll eingedämmt werden. Deshalb haben der KantonFribourg und der Bundesrat Massnahmen getroffen. Aufgrund dieser Vorgaben hat das SKJV die Lehrgänge/Weiterbildungen bis 30.04.20 unterbrochen. stayhealthy stayathome 
",Comment,Comment,
60,2190,Die Menschen in Hannover haben sich auch am Ostersonntag weitestgehend an die Corona-Regeln gehalten. Am Maschsee wurde es am Nachmittag allerdings etwas zu voll. Hier musste die Polizei häufiger eingreifen. [NP Plus] ,Comment,Comment,
61,608,"(2/3) ASF-Geschäftsführerin Jutta Weduwen: Wenn die Einschränkungen durch Covid-19 weiterreichen &amp; ab Sommer/Herbst keine Freiwilligen- und Begegnungsprogramme stattfinden können, bedeutet dies eine Bedrohung für uns und für die gesamte zivilgesellschaftliche Trägerlandschaft.",Comment,Comment,
62,1793,Ich hoffe er kommt nicht so einfach davon...Trump TrumpVirus coronavirus StayHome CoronaZeit coronavirusdeutschland COVID19de COVIDー19 ,Unrelated,Unrelated,
63,2164,Beschäftigte in der Telekommunikations-Branche ermöglichen in der Corona-Krise Teilhabe am sozialen Leben. Sie verbinden Familien. Ohne euch gäbe es kein Homeoffice! Zusammenhalten. Solidarität erleben. Danke für euren Einsatz! verdi telekommunikation solidarität DANKE ,Unrelated,Unrelated,
64,2812,Quarantäne 2 - Der Speck muss weg. corona AnimalCrossing ACNH NintendoSwitch ,Comment,Comment,
65,728,"Außerdem bekommt ihr auf den Bildern von allen Mitarbeitern einen aktuellen Buchtipp - perfekt für alle, die nach neuem Lesestoff fürs SocialDistancing suchen 📚❤️ stayathome workfromhome verlagsleben insideaufbau corona bücherhamstern aufbauverlag",Comment,Comment,
66,2252,Der Bund greift Unternehmen mit Liquiditätsproblemen mit 20 Milliarden Franken unter die Arme. Am Mittwoch hat der Bundesrat die Details dazu geregelt. Coronavirus Kredite ,Comment,Comment,
67,2632," Coronavirus in China: Fahrverbote und Hausarrest für Kritiker. 
über <USERNAME>",Comment,Comment,
68,554,"Mit Abstand am sympathischsten sind mir die Experten, die bei jeder dritten Frage antworten, dass sie es nicht oder noch nicht wissen. CoronaPandemie coronavirus COVID2019 COVID19",Unrelated,Unrelated,
69,2959," Alles eine Frage des Zeitpunkts: wer zu spät kommt... kann es nicht wieder gut machen, bezahlt mit höheren Opfern. Wer coronavirus unterschätzt hat, muss schlimmere Maßnahmen länger durchhalten. Die vielen unerkannten Fälle sind kaum zu stoppen.",Support,Support,
70,1501,WOW 😊 <USERNAME> wir arbeiten in meinem Team seid 3 Monaten mit <USERNAME> und ich bin total begeistert 👏👏👏 tolle Initiative um Homeoffice in Zeiten von CoronaVirusDE Covid_19 Corona COVID COVIDー19 Coronakrise zu unterstützen. teamsiemens <USERNAME> ,Unrelated,Unrelated,
71,225,"Gutverdienende sind im Homeoffice, Geringverdienende in Kurzarbeit, Kündigungen v.a. bei Pflichtschulabsolventen: 
Wieder ein sehr spannender Beitrag aus dem Corona-Projekt vom <USERNAME> - dieses Mal mit meiner Diplomarbeitsbetreuerin Christine Zulehner 👍 ",Unrelated,Unrelated,
72,1855, Er bringt dir Corona mit 😘,Unrelated,Unrelated,
73,1362,Welche Förderprogramme gibt es? Welche Regelungen gilt es zu beachten? An wen kann ich mich wenden? Eine kompakte Übersicht in Form eines Merkblatts für Unternehmen in Baden Württemberg stellt das <USERNAME> zur Verfügung. corona COVID19 ,Comment,Comment,
74,2063,Wer kennt es noch ? COVID19de coronavirus ShutDownGermany FlattenTheCurve DDR MelitzerSpargel Spreewaldgurken ,Unrelated,Unrelated,
75,1419,"Schon die Corona-Folgen und -Maßnahmen sind für viele schlimm. Das ist NICHTS gegen einen Krieg, in den uns die USA und die CDU inkl. <USERNAME> treiben wollen. Im Krieg sind auch noch Häuser und Krankenhäuser zerbombt. Denkt mal drüber nach.",Support,Support,
76,1830,"Ich schaue mir gerade die Pressekonferenz an und ich bin mega glücklich, das keine fckafd was zu sagen hat. Mal davon abgesehen, das die auch jetzt noch nichts konstruktives vorgebracht haben. FCKNZS COVID19 soeder StayHome 
Danke für eure Maßnahmen.",Support,Support,
77,2136,"merkel u. co u. bendesregierung lockert endlich die maßnahmen deutlich in allen bereichen, mit dem verhalten zerstört ihr 100.000-de exisitenzen u. vergeudet steuergelder ersparnisse corona wird auch ohne so strenge maßnah. schwinden ",Refute,Refute,
78,1981," Man darf gespannt sein, wie bereit r2g dafür ist, die notwendige Ausgabenbeschränkung post-Corona zu managen. Wahrscheinlich dass auch die Transferleistungen aus Bayern dann nicht mehr so üppig ausfallen werden. Verteilen ist halt leichter als erwirtschaften 🤷🏼‍♂️",Support,Support,
79,215,"Falsch: Nähe.
Wir alle haben Menschen, die wir umarmen wollen oder trösten oder schmusen.
Dennoch gilt: 1 Meter Abstand, immer und überall.
Hulk Hogan und The Rock sind sich hier innig verbunden - aber zu nahe. Geht's weg!
coronavirus ",Support,Support,
80,1776,"Jetzt regen sich noch alle, berechtigt, über manche Jugendliche auf, die sich egoistisch Verhalten und sich trotz konkreten Anweisungen in Gruppen treffen. Mal schauen, wie sich die 40+ Verhalten, wenn sie nicht zum Tanz in den Mai dürfen.. COVID19 Ausgangssperre",Support,Support,
81,2046,"Wir sind 80 Mio Menschen im Land. Wenn sich nur 70% davon infizieren und nur davon 5% stationär behandelt werden müssen, brauchen wir 2,8 Mio Krankenhaus(Intensiv)betten. Wir haben knapp 0,5 Mio. 
Wer FlattenTheCurve immer noch nicht kapiert hat, dem ist nicht zu helfen.corona",Support,Support,
82,44,Berater der Bundesregierung machen laut einem Pressebericht die Aufhebung der Kontaktbeschränkungen vom Einsatz von Atemschutzmasken abhängig. Coronavirusde Exitstrategie,Comment,Comment,
83,2951,WIR. sind uns über die gesetzlichen Regelungen bewusst <USERNAME> nur was tun wenn WIR. trotzdem Gesundheitsgefährdungen ausgesetzt werden? <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> ,Unrelated,Unrelated,
84,425,"Am Donnerstag sagte BK Sebastian Kurz, dass man die international genutzten Maßnahmen aktuell evaluiere. Die ""neue Normalität"" werde nicht so sein wie jene vor dem Coronavirus.
",Comment,Comment,
85,1,Live: Ministerpräsident Söder zu neuen Corona-Maßnahmen in Bayern. Covid19DE Coronavirus ,Comment,Comment,
86,2538,Breaking News: Corona-Fall: Hertha BSC schickt Mannschaft in zweiwöchige Quarantäne. ,Comment,Comment,
87,294,Ministerium: Tag eins der Schulschließungen lief geordnet Schwerin (dpa/mv) – Der erste Tag der flächendeckenden Schulschließungen in Mecklenburg-Vorpommern wegen des Coronavirus ist nach Einschätzung von Bildungsministerin ... ,Comment,Comment,
88,1688," Die Situation in Ecuador ist
entsetzlich. Der Verbrecher Lenin Moreno ist für diese Barbarei
verantwortlich. Die Leichen liegen schon seit Tagen herum.…",Comment,Comment,Spanish
89,2412,Im Streit um Lockerungen der Corona-Maßnahmen in den USA hat der New Yorker Gouverneur Machtansprüche von Präsident Donald Trump zurückgewiesen. ,Comment,Comment,
90,1654,Corona Deutschland aktuell: Einreise nach Deutschland: Pflicht-Quarantäne ab Freitag / SWP Online - AMP ,Comment,Comment,
91,2593,"Weltweite Reisewarnung für nicht notwendige, touristische Reisen Reisewarnung AuswärtigesAmt CoronaVirus Corona Covid19 Warnung Reisen Zuhausebleiben SafetyFirst WirbleibenZuhause nichtsriskieren ",Unrelated,Unrelated,
92,2929,"Guter Plan! Ist vielleicht nicht jedem Polizisten möglich, aber der NYPD Ableger Germany macht Homeoffice Covid_19 ",Unrelated,Unrelated,
93,10,Engel schlafen nicht!!!,Unrelated,Unrelated,Portuguese
94,2257,"Auf der Website finden Sie eine Auswahl von Liefer- und Unterstützungsangebote für Lebensmittel, Medikamente und warme Mahlzeiten.
<USERNAME> <USERNAME> BleibtZuhause covid19 CoronaInfoCH solidarität👏 ",Unrelated,Unrelated,
